num_inputs,num_outputs,num_registers,num_wires,num_always_sequential,num_always_combinational,num_assigns,num_case_statements,num_arithmetic_ops,num_multipliers,num_logical_ops,bitwidth_max,max_if_depth,sequential_ratio,cyclomatic_complexity,fanout_estimate,ast_depth,num_parameters,num_generate_blocks,num_memory_blocks,num_signed_ops,fsm_state_count,combinational_path_len,pipeline_depth,routing_congestion_factor,area,power,delay
10,5,19,20,1,2,4,1,0,0,13,2,10,0.3333333333333333,15,2.9,13,6,1,0,0,4,6,1,29.0,2245.191152655913,0.6808130419010398,8.810451092551556
16,3,171,87,4,7,26,2,12,2,24,16,8,0.36363636363636365,17,5.68,13,6,2,2,3,5,6,2,30.88,93948.73886610974,41.437931898633764,17.860864106899236
11,3,10,8,1,4,7,3,3,0,9,2,10,0.2,21,5.6,11,8,1,0,0,10,4,1,22.4,1895.648425111699,0.5027900606674789,7.606376136141784
12,6,32,24,1,2,5,2,0,0,28,2,5,0.3333333333333333,13,3.59,7,1,1,0,0,7,8,1,43.08,3605.6854756075754,1.1267890062876165,9.600464975796877
9,10,29,22,1,1,7,1,1,0,9,8,2,0.5,6,3.09,3,3,0,0,0,9,4,1,8.5,6293.182719949039,2.7880866762949332,3.899417528460052
6,2,36,40,14,8,30,2,7,2,15,32,2,0.6363636363636364,12,4.11,4,2,4,3,3,8,3,5,5.14,156133.26305425342,44.190293389674615,2.0750091355376012
9,7,74,38,8,5,19,2,6,4,23,64,7,0.6153846153846154,16,5.44,12,4,4,3,0,0,7,5,3.23,680230.3621177486,193.5308157903146,3.5271286435560474
5,12,31,21,1,5,0,4,2,0,21,8,10,0.16666666666666666,24,2.4,12,6,1,0,0,7,3,1,6.3,6282.313570541581,3.16407416591106,5.275136796106489
3,3,23,40,11,2,22,0,11,0,6,16,2,0.8461538461538461,4,3.13,6,0,1,2,6,0,16,5,7.82,24824.888131027692,9.206894775464432,3.2396583006502087
5,2,91,30,8,0,15,2,24,1,12,16,2,1.0,8,9.71,6,2,1,1,0,0,5,2,18.21,47174.35952744355,21.085106048494538,9.606105363838829
5,2,22,20,1,3,3,2,2,0,28,16,4,0.25,12,3.0,5,1,0,0,0,12,7,1,3.75,10489.241264951163,4.7587151074487934,4.9828044868011725
7,3,17,17,3,1,5,3,2,0,10,16,4,0.75,16,3.19,6,8,1,0,0,5,7,2,3.39,7778.97902222815,3.3774269467328013,3.6541060520695785
4,8,15,14,1,2,0,5,3,0,30,16,2,0.3333333333333333,18,1.9,5,6,0,0,0,12,2,2,1.66,8108.045569459673,3.8411974671033366,2.2089953864527447
3,5,17,15,1,1,5,4,0,0,14,4,5,0.5,18,2.75,8,2,1,0,0,7,8,1,10.31,2504.516050298648,0.9454585063261904,6.007854136360329
5,8,132,68,6,7,20,4,16,4,32,8,2,0.46153846153846156,18,4.96,8,6,1,1,3,0,3,4,42.16,40714.811112766336,16.473057197587718,4.399296446226753
6,3,8,15,1,4,2,1,4,0,8,4,7,0.2,13,1.96,10,8,0,0,0,9,7,1,7.35,1804.1578531063603,0.6131159693938346,5.3233103953753655
9,2,45,57,7,4,18,3,14,2,23,64,2,0.6363636363636364,12,2.93,7,5,4,3,1,0,8,2,2.61,398932.633633925,119.99754449124376,24.224596531137532
7,5,77,22,4,0,10,0,26,2,4,8,4,1.0,5,9.75,7,3,3,1,5,0,8,2,26.81,25017.256211587654,10.869244090535334,12.95745505139543
9,7,117,62,6,8,6,3,19,3,24,64,3,0.42857142857142855,15,4.59,9,1,1,0,0,5,11,5,4.45,545960.8473406336,168.8912818826975,3.809941477989225
5,15,119,81,10,8,23,2,20,2,13,16,5,0.5555555555555556,12,3.68,11,5,4,4,4,3,4,5,18.63,93876.91993851175,32.037565320141674,2.790947850260203
5,14,12,9,1,4,1,4,1,0,26,2,4,0.2,19,1.72,6,6,0,0,0,4,5,2,7.74,1130.50658802138,0.4294862056773326,3.3137891839709863
12,10,137,16,15,7,8,4,9,1,14,32,2,0.6818181818181818,15,14.49,6,5,2,3,2,8,13,5,7.25,153850.6790266063,68.55705880226898,3.3767179937042777
5,4,90,66,6,7,6,4,15,1,11,64,7,0.46153846153846156,23,3.46,11,3,0,2,2,5,7,5,3.57,305049.687484651,114.39810524966099,3.5689504802384833
11,4,96,71,9,5,28,4,24,0,20,8,5,0.6428571428571429,19,4.32,10,6,3,4,2,0,11,3,38.34,34812.06129634808,13.643622839500564,5.923561410348283
10,8,10,21,3,1,2,2,1,0,7,4,5,0.75,12,1.67,7,1,1,0,0,6,4,2,8.77,2158.122120867877,0.7092126191930349,3.1771178789554093
4,1,46,33,10,3,9,1,24,4,8,64,3,0.7692307692307693,6,4.86,6,0,2,0,3,0,4,3,2.51,634873.1952300102,175.01970877263457,3.4206156390908284
11,12,77,41,8,7,21,1,5,3,16,16,7,0.5333333333333333,12,4.94,13,1,1,2,4,5,14,4,12.66,74158.93309264875,26.615368959203188,4.218844507661744
8,4,48,23,10,2,25,2,32,4,9,64,1,0.8333333333333334,6,8.4,5,2,2,1,5,0,5,5,3.02,596907.0011789341,150.61816180859856,2.6392323706867606
6,12,16,13,2,3,3,2,4,0,30,4,5,0.4,12,2.2,8,7,1,0,0,5,7,1,7.15,2490.433439138045,1.1504530869091898,5.150019888185916
13,6,127,66,10,1,23,2,15,1,38,64,7,0.9090909090909091,16,5.43,13,3,1,4,1,5,4,5,5.6,388008.9388163501,160.33246158040097,2.9328578709036472
10,14,11,15,3,1,3,3,1,0,29,4,6,0.75,17,1.82,8,6,1,0,0,12,4,2,6.83,2517.7067932333753,0.9367527505506784,3.109490845614199
2,15,26,23,3,5,1,4,1,0,22,8,3,0.375,18,1.68,5,5,1,0,0,3,8,1,4.83,5455.0511436393845,2.7606551715337875,5.0696423389559655
7,8,24,19,1,3,2,1,3,0,16,2,4,0.25,9,2.69,7,1,0,0,0,10,4,1,25.55,2497.96585841579,0.9436469545602674,6.125237876774491
4,9,31,7,1,5,6,4,3,0,19,16,9,0.16666666666666666,23,5.64,10,1,0,0,0,8,2,2,2.47,11383.917697951096,6.030539402515775,3.276156530502979
4,12,21,46,7,6,14,2,8,3,40,16,6,0.5384615384615384,15,1.61,9,1,0,2,2,8,14,6,4.63,57484.54679984538,16.977154513576913,3.258106211758912
17,16,54,58,11,6,29,2,10,3,9,32,3,0.6470588235294118,11,3.24,6,2,0,4,4,3,4,4,5.87,199193.34822968335,64.90198268032914,2.6363277448166
16,16,85,83,13,1,24,1,8,0,11,8,7,0.9285714285714286,11,3.03,12,4,3,0,4,5,10,3,31.44,18916.16861934359,8.589733110125314,5.34123356727068
6,8,27,8,3,5,4,5,4,0,28,1,4,0.375,21,5.09,5,2,1,0,0,4,8,1,40.72,1588.3802280576106,0.5092388570428986,9.581640873739124
6,3,82,22,8,3,13,0,7,4,10,16,2,0.7272727272727273,4,11.31,5,1,0,0,5,0,5,2,15.55,69108.76471799474,24.89022668085238,25.965673308428844
8,3,150,24,15,2,33,3,25,1,37,64,4,0.8823529411764706,16,16.98,9,1,0,1,0,5,8,4,6.37,347236.08023030503,153.2063734836694,4.0648685693765785
4,1,17,18,5,2,15,1,25,2,14,8,1,0.7142857142857143,5,5.31,4,1,0,1,3,0,11,4,11.95,14645.121459171294,4.672308887616128,2.957298338272691
9,2,30,18,3,1,7,1,35,4,10,64,4,0.75,7,6.44,8,3,2,2,0,0,17,7,1.81,670865.1020116757,178.56404620211862,3.682479944976078
19,16,144,29,10,8,6,1,13,2,8,16,7,0.5555555555555556,12,9.01,11,5,4,4,0,8,13,3,16.33,95336.26413740098,37.18298619675283,5.575920116286751
9,2,87,49,3,0,24,0,22,6,10,32,4,1.0,5,6.59,6,3,2,0,2,0,8,2,10.09,275472.8103675141,87.4069928253481,49.944391874815494
16,8,80,25,11,8,30,4,7,3,36,16,4,0.5789473684210527,17,9.16,9,6,0,0,3,8,3,6,14.31,60133.410616427784,24.280329887650577,2.297818440214722
6,14,174,53,12,4,25,4,15,2,11,8,8,0.75,22,7.34,13,3,4,4,4,8,14,4,48.63,53550.490739279805,24.577607887007826,6.985826795777644
7,3,76,15,9,6,31,3,22,4,31,64,7,0.6,17,15.2,9,2,3,1,3,0,7,6,3.56,689762.2591624202,192.3070603360222,3.21228244410055
3,15,18,11,2,2,5,1,3,0,7,2,3,0.5,8,2.2,5,3,1,0,0,3,6,1,12.1,1427.1828496723626,0.5554361946405738,4.976154442079791
19,16,150,37,15,3,28,2,8,3,28,64,6,0.8333333333333334,16,8.92,11,5,1,2,3,5,7,5,5.16,574712.5169659248,222.44502331595024,3.53012713033428
8,11,28,21,2,5,5,5,1,0,12,2,5,0.2857142857142857,23,2.82,8,5,1,0,0,5,7,1,29.61,2630.798112651429,0.879086078786706,7.754130803287385
7,14,110,86,11,7,26,3,18,0,14,32,2,0.6111111111111112,15,3.43,5,1,0,1,2,3,7,4,9.22,82606.87660054147,44.54232902945651,2.8802505745658755
6,5,30,22,1,3,7,1,4,0,27,1,10,0.25,14,3.5,13,7,0,0,0,11,8,2,77.0,2511.868272997051,0.6993934970423266,10.861466623458696
16,8,126,55,12,1,5,3,11,4,36,8,8,0.9230769230769231,19,5.6,12,5,4,4,1,3,7,5,38.5,49779.46188227772,18.024827364423157,4.6318258703656925
4,4,29,21,1,4,0,4,2,0,23,1,6,0.2,19,2.9,7,5,0,0,0,8,5,1,60.9,2158.691232361028,0.5438060721525804,11.317535401794622
7,11,7,25,3,3,7,5,4,0,17,2,3,0.5,21,1.28,5,4,0,0,0,11,2,1,16.0,1534.0968389369953,0.44655938631483216,4.945926247827416
4,3,44,23,8,2,15,1,12,6,12,64,4,0.8,7,6.78,6,2,3,0,5,0,13,6,2.44,882933.615045301,222.75272425013696,3.558107043646333
12,7,18,8,2,3,8,3,0,0,22,1,7,0.4,19,5.57,10,8,1,0,0,3,4,1,44.56,1738.886362632149,0.4764059817352223,9.279075909050528
4,2,114,44,11,0,24,0,12,5,13,8,2,1.0,4,8.64,4,1,3,2,6,0,5,7,47.52,45198.76358554807,17.665459218832222,3.5474142982148464
4,9,104,19,5,2,6,2,13,4,12,16,6,0.7142857142857143,14,9.77,10,4,3,3,3,8,8,2,11.6,93143.76561353872,34.270643119345394,26.330362023326938
3,5,24,58,12,0,6,1,35,4,4,8,3,1.0,7,1.47,7,0,2,1,3,0,10,8,10.66,21433.525497903865,6.882565417825522,2.324303744482456
19,4,156,43,6,7,30,3,25,1,27,8,7,0.46153846153846156,19,10.47,9,5,4,1,0,0,3,6,56.28,37935.351768774184,18.73803142486869,4.065045015746051
6,6,73,59,7,7,33,2,10,1,22,64,6,0.5,15,4.14,9,1,1,4,0,8,13,6,3.82,350879.7562549391,128.2321647517602,3.4879580916686987
12,3,14,8,1,5,7,3,2,0,10,4,5,0.16666666666666666,15,6.6,7,2,0,0,0,8,5,2,13.2,2828.6868792071023,0.9790368431732686,3.647662840760234
5,5,88,33,8,3,9,0,16,1,15,32,2,0.7272727272727273,4,7.52,5,2,1,2,5,0,9,5,7.75,113741.6007594059,45.430091904884605,2.864818781011718
8,3,78,45,4,1,24,2,8,6,7,64,2,0.8,7,6.42,5,0,0,0,6,0,12,7,4.51,908395.6194774458,262.3755718401036,3.3298268206223907
11,8,30,23,1,1,8,3,4,0,23,16,9,0.5,21,3.48,10,6,1,0,0,6,8,2,5.0,11706.31301139507,6.048242997649481,4.777034992878519
10,10,8,17,2,5,0,2,4,0,27,8,4,0.2857142857142857,13,1.47,5,8,0,0,0,5,6,1,3.12,2908.1288804612796,1.2703936452264626,4.317049071159475
15,2,76,77,7,2,13,3,12,0,21,64,6,0.7777777777777778,18,3.16,11,4,3,0,0,5,4,6,3.8,91852.31239070708,57.641725042788465,2.71297497100399
12,11,159,87,6,7,25,4,16,4,12,32,6,0.46153846153846156,21,4.8,11,2,4,3,2,5,10,5,13.05,279085.1242866277,110.18098758206818,3.830345458593455
20,16,55,71,6,4,7,3,11,1,19,8,3,0.6,15,2.26,9,6,0,1,3,5,14,2,20.06,19300.730939623892,7.91728396212684,9.898120910567004
10,2,91,20,9,0,11,0,10,4,12,64,2,1.0,3,14.25,6,4,0,2,1,0,4,3,4.45,691639.7671860397,192.01847456255717,3.510287509350133
9,5,88,50,3,2,6,0,20,4,10,16,4,0.6,5,5.24,6,3,1,2,6,0,16,3,16.38,84196.71685206251,30.243903740061192,5.552386933752204
9,13,107,73,13,2,12,4,17,1,14,32,2,0.8666666666666667,16,3.57,8,5,3,1,4,0,5,5,8.14,111317.2963563657,47.28861274539301,2.341741159463713
20,14,50,26,11,3,33,1,25,3,34,8,4,0.7857142857142857,8,6.18,10,4,1,3,3,5,12,6,20.09,32737.113298049568,10.764933613751271,3.5732025029776406
4,6,21,12,1,3,8,4,2,0,12,8,2,0.25,17,4.03,5,1,0,0,0,11,2,2,6.04,4871.098395930762,2.4898828499557637,2.404297105480943
14,8,112,28,6,7,25,3,13,4,35,16,6,0.46153846153846156,18,10.07,12,3,3,1,3,8,5,4,17.62,85865.02207769254,33.120983370308416,3.67974016217021
12,6,167,59,15,7,28,2,8,1,36,64,8,0.6818181818181818,16,7.64,10,2,4,3,2,0,5,5,7.04,397547.35773868335,181.22956703537315,3.43595929333011
6,15,57,75,13,7,7,1,13,1,31,8,2,0.65,6,1.87,7,4,4,4,2,0,5,5,17.53,29469.96119356695,10.623796302817922,2.3695758427481173
6,5,52,22,3,1,23,0,27,0,8,8,2,0.75,3,8.4,4,0,2,1,2,0,14,5,23.1,16305.512986075926,6.248348164719191,3.5299887485345893
3,1,27,45,7,2,15,1,13,4,6,16,4,0.7777777777777778,8,2.74,8,0,2,0,3,0,12,2,7.71,53540.308311553505,16.89171149740937,26.248196704458323
20,6,107,29,12,5,33,3,19,3,38,8,8,0.7058823529411765,19,10.97,12,4,3,4,0,8,4,4,39.77,46368.49856882166,18.02847685094208,4.720503753058188
12,14,13,12,2,4,5,5,4,0,6,8,6,0.3333333333333333,22,2.54,8,2,1,0,0,8,2,1,3.81,3967.319912416904,1.6178059405840925,3.9128795097663485
8,2,89,27,5,1,19,2,12,1,14,32,2,0.8333333333333334,8,11.2,4,1,1,0,6,0,13,4,9.45,91331.93882572859,38.03241325660353,3.9018606226183277
3,3,27,20,3,1,8,1,3,0,17,1,7,0.75,12,3.63,10,5,1,0,0,5,8,2,72.6,2450.2600970282756,0.6773077709650315,9.81280381063582
5,1,83,37,10,0,20,1,18,6,13,16,2,1.0,6,7.96,4,4,3,1,5,0,4,2,18.41,104207.52701055713,37.03195035830587,34.23938332257322
16,11,45,56,9,5,10,3,12,2,38,16,6,0.6428571428571429,18,2.54,10,2,3,3,1,8,14,4,8.89,58313.94784309752,19.967475477700994,4.225705005512307
7,4,39,46,5,1,7,2,14,6,6,64,4,0.8333333333333334,10,2.97,6,1,1,1,6,0,4,3,2.13,885464.7466074637,217.83063166520338,3.81885697763384
5,5,84,56,8,3,13,1,23,6,12,64,1,0.7272727272727273,5,4.68,3,1,0,0,6,0,8,5,4.09,859469.2878830828,233.9056948194538,3.080972989730296
18,13,105,48,9,6,22,3,16,0,34,8,2,0.6,14,5.7,8,2,4,4,4,3,7,4,34.2,34756.835257646235,13.533670226605894,3.901338961888523
10,1,64,49,7,3,24,0,33,1,13,64,3,0.7,5,5.49,7,4,3,0,0,0,6,4,4.2,225066.28457123885,78.59602629756078,3.375022732964341
7,12,15,13,3,4,4,4,2,0,29,4,10,0.42857142857142855,24,2.29,12,3,0,0,0,3,3,1,7.44,2334.780026634276,1.0054676503648117,5.255879943424351
6,5,62,65,5,2,7,4,22,0,9,32,8,0.7142857142857143,24,2.57,14,1,0,2,4,3,4,5,5.22,70716.56145922371,30.674351621652818,2.7435539730731313
6,3,72,50,5,1,20,0,6,0,13,16,3,0.8333333333333334,5,5.18,6,3,2,2,3,0,6,7,16.19,43376.48633376679,18.36075532028387,2.236809960407491
18,12,164,70,12,5,34,3,20,4,22,16,8,0.7058823529411765,18,6.32,13,3,2,3,2,3,7,2,27.65,112787.87946431639,46.536431612224746,29.369367752620974
4,7,15,20,3,1,7,4,2,0,6,16,8,0.75,22,2.12,11,4,0,0,0,11,4,1,2.65,7498.314838605709,3.670704274844859,5.224625767053706
9,2,36,55,9,3,11,1,8,3,13,64,2,0.75,6,2.75,5,4,2,1,1,0,17,2,2.36,458681.3250229917,130.3068321941281,37.63286798135741
6,3,26,19,3,4,4,5,3,0,12,2,7,0.42857142857142855,23,3.6,8,1,0,0,0,5,2,2,34.2,2866.7730730525573,0.8664013853299727,5.305199960925953
10,1,45,15,5,0,19,0,16,3,7,16,4,1.0,6,12.95,7,0,2,0,6,0,16,3,12.14,47821.65762400901,17.085201305787177,5.119298322829465
8,3,23,20,1,2,4,4,0,0,9,4,5,0.3333333333333333,19,3.35,7,4,0,0,0,6,5,1,16.75,3601.2169295654858,1.292545178744428,6.040116246986228
19,8,99,56,6,1,28,1,13,3,27,16,3,0.8571428571428571,9,5.47,5,6,1,0,1,8,8,2,19.14,67420.8527404595,28.301866824198804,21.73845505132881
11,3,18,12,1,1,7,5,1,0,17,4,3,0.5,19,5.28,4,8,0,0,0,12,4,1,15.84,3722.151504027406,1.329833683623305,5.211806155665813
12,4,28,22,1,2,7,2,2,0,23,4,7,0.3333333333333333,15,3.98,10,4,0,0,0,9,4,1,21.89,4368.134551683147,1.7788724571319692,6.549353928546218
10,4,87,28,11,3,10,2,11,4,8,8,3,0.7857142857142857,9,9.36,6,4,1,0,4,0,6,5,32.76,29309.55069756449,11.102351596306894,3.5331612426744736
8,4,16,59,11,3,9,0,25,6,8,32,2,0.7857142857142857,4,1.47,6,0,3,0,4,0,14,5,2.71,246157.1239633023,64.0844818506372,3.4825506746717103
13,7,124,56,5,2,21,1,6,1,19,16,8,0.7142857142857143,12,6.02,11,1,3,1,0,0,12,5,21.07,57212.95454715661,27.44694890430943,4.283699294423953
20,11,171,47,4,6,12,1,5,1,39,64,8,0.4,12,8.4,13,6,0,2,4,8,8,2,6.17,367034.78483910696,165.1708602775308,15.604218687886389
20,2,38,53,5,4,35,1,8,1,32,32,3,0.5555555555555556,8,4.06,9,6,1,4,1,8,14,2,6.72,123464.69160165706,41.09401300702369,12.82514284673277
18,13,129,28,6,3,22,4,21,2,18,32,6,0.6666666666666666,22,9.89,10,3,4,2,2,8,13,5,8.65,177767.7781475307,77.10121479586688,3.875120338300155
11,11,159,42,10,5,16,4,19,3,8,32,7,0.6666666666666666,20,8.42,11,5,0,4,1,5,3,4,11.05,255863.18111803674,96.47180363472367,3.465162406618163
7,2,30,13,3,5,8,5,4,0,10,2,3,0.375,19,6.6,5,6,0,0,0,5,4,2,42.9,3379.3619266257324,1.154527486476717,5.670930049209946
11,6,96,26,13,7,23,2,7,2,38,16,3,0.65,13,9.75,9,1,4,2,0,8,4,2,15.84,68963.72681213768,29.290975303392948,14.716120779503871
9,4,31,59,6,0,24,2,18,0,7,32,1,1.0,7,2.84,5,4,1,1,4,0,15,3,5.24,40032.40737924037,17.044482665676675,4.365654853326846
12,13,18,19,3,5,8,1,1,0,19,1,6,0.375,11,2.61,7,3,1,0,0,4,5,1,49.59,1878.8739622562189,0.48935542502358426,9.529709407388825
12,3,122,79,10,3,29,2,20,4,20,64,5,0.7692307692307693,15,4.77,11,2,4,4,4,3,6,2,5.89,828562.8481647155,272.1093692750846,44.719932133733934
8,5,27,17,9,3,15,1,12,2,8,64,1,0.75,5,6.36,3,2,3,2,1,0,11,2,1.69,353061.92563586973,97.39329714231705,24.046454796546055
12,7,10,7,1,1,3,5,1,0,15,2,2,0.5,19,3.93,5,2,1,0,0,10,5,1,13.76,1437.3675026182514,0.4206881402538463,4.8820948602298495
6,2,85,43,7,3,23,2,10,5,14,16,1,0.7,7,7.09,5,4,0,1,1,0,4,4,19.05,86860.42658211244,31.827293468251206,3.1259403491610693
6,2,20,25,1,1,6,3,2,0,9,16,2,0.5,13,2.61,5,7,0,0,0,9,6,1,4.08,8596.813543104345,4.398551556867366,4.37930468310575
4,2,41,42,10,0,5,0,35,4,7,64,3,1.0,5,3.18,6,1,0,1,5,0,9,4,2.09,610438.3161685285,169.6803215295071,3.5235831926172567
11,10,90,22,14,5,33,4,5,4,25,32,3,0.7368421052631579,17,10.05,7,4,1,0,3,3,9,3,6.91,202412.0978876858,70.3314839865606,4.180369372611835
17,6,174,57,11,3,11,2,23,4,20,16,8,0.7857142857142857,16,7.7,12,6,4,1,3,3,13,6,27.43,105487.07348006722,50.24041200744855,4.392640326730743
3,10,23,8,1,3,2,1,2,0,19,4,8,0.25,13,3.42,10,5,0,0,0,6,2,1,6.84,2614.464037351966,1.204662770313314,4.172096650364806
11,11,14,24,3,5,3,5,1,0,13,1,2,0.375,19,1.76,3,8,0,0,0,11,8,2,42.24,1506.8763314018372,0.41481498190228594,6.794995722188534
9,15,119,77,11,3,10,2,12,0,34,32,8,0.7857142857142857,15,3.6,12,4,1,1,1,0,5,5,8.66,81196.58543062794,44.304270990839605,2.923145043930698
14,15,137,46,10,7,29,1,24,3,28,64,5,0.5882352941176471,9,7.08,11,1,3,3,0,3,11,6,5.09,624204.7183690158,219.91546851607544,3.5252441683178857
9,5,113,50,3,1,13,1,18,2,15,8,3,0.75,7,6.87,5,3,2,2,0,0,15,6,42.94,33943.28775793827,15.641814203698006,4.959327434890353
12,9,8,21,1,2,8,2,3,0,19,8,7,0.3333333333333333,15,2.05,8,3,1,0,0,12,7,1,5.38,4061.9339157129207,1.3994827275032444,5.566935878319356
7,3,104,51,5,0,6,0,28,3,13,8,3,1.0,4,6.07,7,3,1,1,4,0,10,2,38.7,34119.568422582495,14.40530947825369,19.510135787199058
11,15,27,9,1,2,2,1,3,0,15,4,6,0.3333333333333333,12,3.67,8,5,0,0,0,4,3,1,8.26,3037.9444905103683,1.3717984553652038,4.115549200708641
6,2,20,20,2,5,0,5,3,0,13,16,5,0.2857142857142857,23,2.6,8,8,1,0,0,9,5,1,3.25,8917.038761004382,4.228451566998074,5.23546090397869
11,16,160,50,13,4,6,2,9,0,30,8,2,0.7647058823529411,10,6.44,4,6,4,4,2,5,4,2,40.25,42493.20070226968,19.225517637623444,5.487272209456764
4,4,27,14,3,5,8,2,3,0,29,8,7,0.375,14,4.77,8,5,1,0,0,8,5,1,8.35,6793.478722278622,3.52639547844877,5.191974090622172
7,4,33,17,7,2,20,1,22,1,14,8,2,0.7777777777777778,5,8.0,4,4,0,1,5,0,15,6,17.0,14837.952687866007,6.000488294137139,3.334464170978183
17,11,101,48,12,6,34,2,24,4,39,32,6,0.6666666666666666,16,6.18,11,2,4,1,2,3,3,2,9.27,243480.48868583073,84.6025015194118,33.22448372718273
12,14,9,11,3,4,6,1,2,0,17,8,10,0.42857142857142855,16,2.38,11,1,0,0,0,7,4,1,3.27,3318.596118444179,1.3903746848121852,5.129629859758394
8,1,30,53,8,2,16,2,24,4,3,32,2,0.8,7,2.8,5,2,3,1,6,0,4,7,4.64,188913.1669670615,56.653730015281745,1.9102638536488883
4,12,20,22,2,4,6,1,4,0,15,8,7,0.3333333333333333,13,1.94,10,1,0,0,0,12,7,2,5.33,5592.5955915561,2.464079937241578,3.822872697452901
5,3,19,31,9,1,22,2,18,1,12,8,1,0.9,7,3.79,5,2,0,1,3,0,5,5,14.69,12888.238496149304,4.7534494580302615,2.105707203214401
9,15,15,11,3,3,2,1,2,0,7,4,5,0.5,9,2.2,7,1,1,0,0,11,3,1,6.05,2479.432654516002,0.9174916298269494,3.73121482099703
7,3,34,59,4,1,10,2,7,3,9,64,1,0.8,6,2.3,4,0,0,1,3,0,18,2,2.12,488121.79054852977,131.5515293426082,36.66735143500793
12,13,15,5,3,3,3,3,1,0,12,16,6,0.5,17,3.67,9,6,1,0,0,4,4,1,1.15,6136.603103499868,3.2519633781965838,4.460739163300201
3,2,25,22,3,1,3,5,2,0,23,4,7,0.75,24,2.84,8,5,0,0,0,5,2,2,15.62,3949.3199307308273,1.537645068958743,3.954799158504634
18,2,53,18,11,1,8,4,6,0,35,32,5,0.9166666666666666,19,9.48,11,5,3,4,2,5,8,3,5.33,95733.543224463,40.051246440010175,3.745271982315762
18,11,53,26,15,8,8,4,14,3,38,8,3,0.6521739130434783,17,5.12,6,5,2,2,3,3,14,4,16.64,27802.407438220973,10.512720860548015,4.344586781670542
10,1,24,40,4,2,19,1,33,1,7,64,3,0.6666666666666666,6,3.62,7,0,3,2,6,0,5,4,2.26,228771.1988907441,69.776835142273,2.984735407036836
13,10,138,66,13,7,12,2,22,1,38,8,5,0.65,12,5.15,9,2,4,3,3,5,11,3,42.49,39451.0009186981,17.383115171888456,6.083390940233821
11,15,21,8,3,5,7,3,4,0,9,1,9,0.375,19,3.73,11,7,0,0,0,12,2,2,29.84,1426.6870195977626,0.3993796995688329,5.081445088124519
3,1,43,18,12,0,8,2,10,3,11,64,3,1.0,9,7.96,7,4,3,0,1,0,14,4,2.24,454236.8350016274,135.66867416289801,4.351799076848521
9,3,27,47,3,3,8,1,7,2,11,32,1,0.5,4,2.46,5,4,2,0,6,0,8,8,3.61,90313.64752512715,31.111126532038785,1.7853984309250421
8,13,24,17,3,3,6,4,3,0,19,2,10,0.5,23,2.79,13,3,1,0,0,5,3,2,23.71,2110.2049063267245,0.8076226655161196,5.036216986092553
5,3,101,18,5,0,6,2,6,1,14,64,4,1.0,10,14.93,6,0,1,2,6,0,10,8,4.2,284033.9865738067,118.15431908164639,2.7622163151123647
5,4,81,37,11,3,16,1,13,1,9,64,1,0.7857142857142857,5,6.97,5,1,2,1,4,0,13,4,4.03,245738.1064194398,89.3216242157922,4.020343399622079
11,9,28,16,1,5,7,1,1,0,29,1,10,0.16666666666666666,15,4.05,12,2,0,0,0,6,5,1,64.8,2319.701593729869,0.657569286805083,13.048954594574
5,16,107,83,4,8,19,4,23,2,34,32,4,0.3333333333333333,19,3.18,8,2,0,4,2,5,3,5,8.25,188544.84082396526,66.98666242734696,2.44190144173324
5,12,94,18,8,8,7,2,21,0,25,16,4,0.5,12,8.48,10,3,2,2,0,0,12,3,9.54,43832.727615239375,21.633136780100312,4.048198764422413
18,7,64,48,15,4,20,2,21,0,29,16,2,0.7894736842105263,10,4.45,8,2,3,3,3,3,13,5,13.35,47543.419342634355,18.191458324980157,3.434056254928904
10,11,108,21,14,5,29,1,6,1,37,16,5,0.7368421052631579,12,11.03,9,4,4,1,3,8,10,4,14.48,52926.52829758184,26.490609793107712,3.750974119980935
8,2,15,19,2,3,8,1,0,0,23,16,7,0.4,12,3.25,10,5,1,0,0,7,4,1,3.86,7847.196920323469,3.7631313909945594,4.7440743993345915
10,2,109,53,12,1,20,1,27,5,5,64,3,0.9230769230769231,6,7.08,7,0,0,0,3,0,5,6,5.86,801678.5093668217,251.53706675233965,2.798697137830515
7,5,29,14,2,2,0,1,4,0,8,8,2,0.5,8,4.17,5,4,0,0,0,4,2,1,7.3,5968.602312361749,2.8877333825709877,3.3069551471892447
4,2,48,28,10,0,24,1,35,2,15,16,4,1.0,8,7.09,7,1,0,1,6,0,4,5,12.41,46268.99071601179,19.14656944571741,2.3705926049963786
3,3,120,26,5,3,6,1,35,1,12,32,4,0.625,7,12.46,8,3,0,0,4,0,16,5,10.12,101876.78915779479,51.46738293791029,3.8596276862563816
12,3,20,13,1,1,1,1,4,0,29,16,6,0.5,11,4.54,7,8,0,0,0,3,2,2,3.69,8786.645707249732,4.325295733599672,2.707408302283896
8,4,89,10,11,3,19,1,18,6,14,16,1,0.7857142857142857,4,23.2,3,3,3,0,4,0,12,4,14.5,83720.24974810536,30.843032219419772,3.5691146541541547
9,1,96,51,4,2,21,1,8,6,10,32,3,0.6666666666666666,6,6.78,5,4,0,1,5,0,7,4,10.81,271346.72265034413,92.69442554482384,3.5329680348279764
