num_inputs,num_outputs,num_registers,num_wires,num_always_sequential,num_always_combinational,num_assigns,num_case_statements,num_arithmetic_ops,num_multipliers,num_logical_ops,bitwidth_max,max_if_depth,sequential_ratio,cyclomatic_complexity,fanout_estimate,ast_depth,num_parameters,num_generate_blocks,num_memory_blocks,num_signed_ops,fsm_state_count,combinational_path_len,pipeline_depth,routing_congestion_factor,area,power,delay
3,15,22,19,2,2,0,4,4,0,26,1,5,0.5,18,1.62,8,3,1,0,0,10,4,2,30.78,28.058953896094078,0.010118586442789667,0.6015278792703701
2,2,12,17,3,2,0,2,1,0,20,2,2,0.6,9,1.62,5,8,0,0,0,9,5,1,13.77,30.92629895537671,0.011288133916137803,0.544806302985109
18,8,104,40,5,6,20,1,20,1,38,8,3,0.45454545454545453,8,7.1,6,6,0,3,3,0,12,2,35.5,723.4753938206869,0.399847720252375,1.282393412269674
3,4,38,44,5,2,11,1,7,3,15,64,1,0.7142857142857143,5,3.03,4,1,2,1,6,0,8,5,2.08,8665.679000391028,2.1897739289382687,0.353456425479455
10,2,30,37,9,2,24,0,28,0,13,16,3,0.8181818181818182,5,4.59,7,1,3,2,2,0,12,3,10.61,574.838880021801,0.3082352073834371,0.45027815099212454
5,4,94,54,6,2,13,2,33,0,6,8,2,0.75,8,5.41,6,0,0,0,0,0,14,7,36.52,374.78583641747946,0.31002405245339293,0.45676622767243863
3,13,24,24,1,4,6,1,1,0,30,16,9,0.2,14,1.96,10,5,0,0,0,12,8,1,2.94,226.94154568169247,0.17827133155723598,0.7431510863149552
6,12,35,85,4,4,25,3,17,2,14,64,4,0.5,17,1.63,7,5,4,4,3,5,14,3,2.16,8805.363045261673,2.392016035928708,0.6013115727262225
19,8,160,49,12,8,34,4,10,0,23,8,8,0.6,24,8.97,13,5,0,1,2,5,7,4,54.94,714.4247860406009,0.5238784174394355,0.7265716339346675
4,7,48,73,4,3,15,2,9,1,26,64,7,0.5714285714285714,16,2.01,9,5,0,1,1,0,8,3,2.29,4721.087811427522,1.7683526505199454,0.5425438105511176
3,14,21,21,2,3,5,5,0,0,25,16,5,0.4,21,1.82,7,5,1,0,0,5,7,1,2.39,170.23799269265575,0.1554233072319001,0.6369007819443139
7,5,43,13,5,1,15,0,16,5,6,32,1,0.8333333333333334,3,10.11,3,0,3,0,6,0,6,2,4.11,4156.673859541514,1.1403499172003384,4.9235902301486645
10,15,12,21,2,4,2,3,0,0,11,2,5,0.3333333333333333,17,1.47,6,2,0,0,0,4,6,1,15.44,27.891388934395607,0.01065427294543414,0.695027392592491
9,2,54,25,4,1,7,2,13,5,5,16,2,0.8,8,7.26,5,3,1,2,2,0,18,3,11.34,1706.8689016863398,0.6530321488543059,0.635242714170082
11,9,169,30,12,7,5,2,17,2,17,64,3,0.631578947368421,10,11.38,9,4,3,0,2,8,11,4,5.33,9140.422029417743,4.709774644042158,0.5025381862357133
4,2,13,23,2,2,2,2,4,0,19,8,10,0.5,19,1.67,13,3,1,0,0,10,7,1,4.8,89.5249214207377,0.04897840833925016,0.7295863463752557
10,2,79,21,5,2,25,1,19,5,6,8,1,0.7142857142857143,5,13.88,4,2,2,1,6,0,8,6,36.44,715.905305330635,0.3441059357351501,0.43484744803033054
4,11,27,16,9,1,29,3,20,4,36,16,5,0.9,15,5.33,7,4,0,2,4,8,10,4,5.33,1363.8267681911013,0.4847964095738619,0.4201865004178457
5,12,18,9,2,5,7,4,1,0,21,8,9,0.2857142857142857,23,3.14,12,6,1,0,0,10,2,2,3.53,94.10148922192656,0.06948125857970909,0.3779929587661525
3,10,15,17,2,3,1,5,1,0,23,2,6,0.4,22,1.55,9,4,1,0,0,10,8,1,13.18,31.898022485574643,0.012861357388432379,0.7927051610155813
17,14,94,59,5,8,29,3,20,2,33,16,2,0.38461538461538464,14,4.6,6,2,0,3,4,0,9,5,16.96,1461.5545463012515,0.845228475628296,0.38188930718464864
4,1,69,52,4,3,16,2,22,5,6,16,4,0.5714285714285714,9,4.7,8,3,2,2,1,0,4,3,15.28,1855.0131151115902,0.7517010104289685,0.4106554838890474
5,5,30,18,2,4,7,2,1,0,9,8,3,0.3333333333333333,10,4.02,5,8,0,0,0,4,4,1,9.04,120.47197279891257,0.09316144040522976,0.48204082148761623
7,4,76,16,10,1,25,2,8,2,7,64,3,0.9090909090909091,9,15.12,5,3,1,2,3,0,15,5,3.78,8027.457623505291,2.9855966090459947,0.49532402724124197
11,3,24,13,3,4,1,1,2,0,6,4,2,0.42857142857142855,8,4.95,3,8,1,0,0,12,4,1,16.09,73.53915844333187,0.03656533927498436,0.5727179877119669
7,1,47,46,7,2,23,2,27,1,15,8,3,0.7777777777777778,9,4.59,6,0,1,2,3,0,9,7,26.39,455.6128640952677,0.22403152668650514,0.34535945854220274
5,13,14,25,3,1,8,5,4,0,13,4,5,0.75,22,1.56,8,1,1,0,0,9,5,2,9.75,56.817704583177246,0.02713906289802068,0.44876950024403334
12,6,26,16,3,3,3,5,1,0,25,4,6,0.5,24,4.1,8,8,1,0,0,11,2,2,16.4,80.42342267981476,0.0436383372942092,0.4657987980272768
4,4,10,24,2,5,2,5,3,0,10,2,4,0.2857142857142857,20,1.26,7,7,1,0,0,5,8,2,15.12,29.81686447152282,0.009085036485964402,0.5447574110522913
20,9,139,77,8,4,28,3,21,0,22,32,4,0.6666666666666666,15,5.22,8,5,0,0,0,5,3,3,12.56,1645.1150102211884,1.667996362190353,0.3958610960132529
5,2,14,13,3,1,3,1,0,0,6,16,2,0.75,8,3.23,4,8,0,0,0,3,6,2,2.62,108.94846114518543,0.08868037089921127,0.3459843103163915
8,3,83,14,11,3,6,1,24,3,11,16,3,0.7857142857142857,6,15.98,6,0,1,0,2,0,18,3,13.98,1236.3925079998464,0.6426543673445615,0.633956574351459
7,9,17,24,1,4,6,4,2,0,7,8,4,0.2,19,2.0,5,4,0,0,0,10,6,1,6.0,95.67106500843886,0.05394419183974904,0.5745775927692189
10,2,93,38,9,3,12,2,14,5,15,64,3,0.75,8,8.05,7,1,0,1,1,0,6,5,4.78,16901.83598324934,4.166993326696251,0.39378982116443495
15,3,52,49,11,1,19,2,24,2,36,16,8,0.9166666666666666,17,3.97,10,2,4,4,3,8,14,4,12.16,1448.761911821792,0.6667221207553076,0.5375279801304335
9,6,122,90,6,8,19,2,24,1,38,64,5,0.42857142857142855,13,3.75,9,3,3,4,3,5,6,5,5.27,7596.492604570994,3.7564160673721068,0.38381479637403076
7,13,18,25,3,4,2,1,2,0,20,8,2,0.42857142857142855,6,1.56,5,8,0,0,0,12,4,1,4.88,103.13090339337847,0.06533003240874813,0.3956511368963047
5,3,94,29,11,0,22,2,26,2,14,8,3,1.0,8,10.59,6,1,0,1,5,0,14,7,38.39,588.1316045361897,0.37800731039403496,0.4844096779026963
6,12,29,12,3,2,2,3,2,0,9,8,7,0.6,18,3.39,9,4,0,0,0,10,2,2,5.08,124.40453032126379,0.08940187195706446,0.3543886177035476
8,3,53,81,12,2,7,4,20,2,32,8,7,0.8571428571428571,23,1.94,11,3,3,2,4,8,3,4,19.64,528.0702829156959,0.2636195803622341,0.3929387026920457
16,8,42,66,8,2,31,1,24,1,32,64,4,0.8,10,2.89,9,1,3,0,1,8,3,4,2.98,3980.6443673264866,1.7850107221843499,0.3548157305595327
4,1,110,18,7,2,17,1,7,4,11,8,1,0.7777777777777778,4,19.31,5,1,2,1,0,0,4,5,43.45,774.4028471801059,0.43969384532340644,0.44048473284597445
12,5,20,20,15,6,32,1,11,4,39,32,7,0.7142857142857143,14,6.14,13,2,2,3,3,5,7,3,3.84,4226.013344606122,1.0325336664351734,0.4752942127156308
14,12,49,26,10,3,8,3,5,1,14,16,3,0.7692307692307693,16,4.48,6,2,0,0,2,5,5,5,7.28,542.3286991505742,0.3841645062007756,0.26202271603819266
7,2,85,37,5,3,16,1,16,0,6,64,3,0.625,6,7.75,7,2,3,0,2,0,11,5,4.48,2089.492074956607,2.122243689237064,0.4109616494161847
10,16,114,17,11,6,15,3,12,2,40,64,6,0.6470588235294118,16,10.11,11,5,3,2,1,3,5,4,2.69,9351.046090300959,4.157042566253748,0.4316213762265637
5,5,21,13,3,1,4,5,1,0,15,16,3,0.75,21,3.67,5,3,1,0,0,8,2,1,2.98,176.89209214012064,0.14409002583767222,0.4316698386751009
7,9,15,18,2,5,2,2,1,0,6,16,2,0.2857142857142857,11,1.96,4,4,0,0,0,5,8,1,2.21,128.9569531911853,0.09768554873476051,0.5539360901580345
5,10,12,11,3,4,4,4,2,0,13,4,7,0.42857142857142855,22,2.2,9,3,1,0,0,6,6,1,6.05,37.66624043337203,0.024669954333991786,0.6427359201292808
7,13,24,11,2,4,6,1,3,0,10,16,6,0.3333333333333333,12,3.39,9,3,1,0,0,7,2,2,2.33,186.29189103644353,0.14966710621856513,0.31672362171682905
8,7,17,5,3,3,7,5,4,0,26,1,8,0.5,25,5.87,10,8,0,0,0,11,5,1,29.35,26.701981928550726,0.008207552401206955,0.9222784896037324
9,3,94,15,3,0,5,0,22,3,10,32,3,1.0,5,16.8,7,3,0,2,0,0,8,3,7.88,4032.6357144468507,1.8136678843552785,0.44310687652271813
5,12,24,14,1,5,7,4,0,0,14,8,8,0.16666666666666666,21,3.05,9,6,1,0,0,12,4,1,5.34,113.3442415369308,0.07774991115883055,0.5834275242689883
11,3,108,60,4,2,34,4,14,3,14,32,8,0.6666666666666666,21,5.83,14,3,1,4,1,5,13,3,10.93,4640.367592833327,1.8118116107403883,0.6663909253277029
8,1,110,56,3,1,24,0,10,6,3,16,4,0.75,5,6.98,8,1,1,1,3,0,8,8,24.43,2007.1733841532832,0.915997730507455,0.3542319825581368
4,12,15,9,1,1,4,5,4,0,15,2,4,0.5,21,2.41,7,2,0,0,0,3,8,2,10.85,26.514504189789065,0.013174983551169627,0.5181493206218938
6,1,22,32,6,0,24,0,34,0,6,64,1,1.0,2,4.41,4,0,0,0,6,0,6,3,2.21,813.8771573341622,0.701272008255667,0.3630758541033974
12,9,28,9,1,1,8,1,1,0,30,4,9,0.5,13,5.87,12,2,0,0,0,8,3,1,13.21,70.67609691159107,0.0482657517551204,0.6149279355052634
13,4,138,51,14,2,31,3,11,1,39,64,4,0.875,17,7.94,8,5,3,0,3,8,11,4,6.33,5960.765496821498,3.970302462105297,0.5292911735732243
5,2,78,41,3,2,20,0,7,6,6,32,2,0.6,3,6.71,4,3,3,2,3,0,18,3,8.6,5694.85526896396,2.0372080466063327,0.6471463421291704
8,4,46,10,8,2,17,0,11,3,7,8,2,0.8,3,14.2,5,1,3,0,3,0,18,2,17.75,382.986227697449,0.19344326022330402,2.1272552490230434
4,5,81,41,6,3,25,2,13,5,7,8,1,0.6666666666666666,7,6.7,3,2,1,1,5,0,13,4,34.34,670.1887677001123,0.3826737882085881,0.6111470366878066
16,9,86,37,7,5,32,2,17,3,26,8,8,0.5833333333333334,18,6.99,10,6,2,0,1,3,9,2,32.33,516.7633799010136,0.34664052386484817,2.1801935753289348
11,13,27,14,1,1,7,5,3,0,27,4,10,0.5,28,3.67,13,3,1,0,0,7,7,1,12.84,80.1202366614362,0.04719312766116618,0.8735718053888158
6,3,63,15,8,1,22,0,7,2,12,64,1,0.8888888888888888,2,14.16,4,4,0,0,3,0,5,2,3.32,6883.7108286684615,2.3747129461391894,2.8224306326408373
8,14,143,67,14,2,27,3,17,0,39,32,8,0.875,20,5.27,12,1,2,2,0,5,12,6,11.03,2329.680351412878,2.0908664884222463,0.4217408020076294
20,2,131,32,7,2,18,3,11,4,28,64,3,0.7777777777777778,15,11.93,9,1,3,3,0,0,11,6,5.96,15195.751214831385,5.399562111057975,0.41714697783623317
6,1,109,58,3,3,15,1,14,0,6,8,2,0.5,6,6.17,5,0,1,1,5,0,11,8,44.73,524.0064782672723,0.36630138017816216,0.4255562811732577
19,3,160,39,12,8,19,4,12,4,36,64,3,0.6,16,11.31,5,4,2,0,4,3,5,5,6.89,14264.115810648524,5.816015097534915,0.3987472376201307
6,13,20,23,3,5,1,5,0,0,27,1,2,0.375,18,1.65,5,7,0,0,0,10,6,2,37.95,31.22941972036095,0.008294612791483484,0.7331016709477334
7,1,117,20,4,0,20,2,20,4,11,8,4,1.0,10,19.2,7,4,0,0,1,0,4,4,48.0,763.3645531124041,0.40745987024805935,0.5814200519737883
6,12,145,89,14,1,13,3,14,2,12,64,7,0.9333333333333333,20,3.9,9,1,1,4,0,8,4,3,5.42,10530.190199265711,4.855950417434181,0.5130511350436523
15,12,106,43,15,4,18,1,24,1,30,16,4,0.7894736842105263,11,6.07,6,4,0,2,4,5,7,2,16.31,1183.8940295760958,0.803101057153033,1.2375804733786353
5,4,99,50,4,2,23,2,28,6,7,16,1,0.6666666666666666,6,6.59,5,0,1,1,2,0,4,7,20.59,2158.4939405825544,0.9433241253481496,0.28871356516237096
10,1,103,49,9,0,6,0,9,3,3,8,4,1.0,6,6.66,7,1,2,2,3,0,4,6,40.79,768.8866112202788,0.415886132735133,0.42019399777648175
9,3,21,42,5,3,23,1,13,6,13,32,4,0.625,7,3.3,6,2,2,1,1,0,13,2,4.33,4883.332006260892,1.1982615405492207,6.235299059213262
13,7,70,63,13,1,31,3,15,1,31,64,8,0.9285714285714286,18,3.91,11,1,1,1,0,5,10,6,3.85,4970.012814561278,2.564091322271161,0.4312544923258423
6,9,159,20,7,8,26,3,10,0,37,32,6,0.4666666666666667,16,15.81,12,3,0,1,2,3,5,2,9.88,2067.1624904657488,2.1793532297425826,0.5397946906157546
10,15,11,6,2,3,1,4,2,0,18,4,2,0.4,15,2.3,5,1,1,0,0,4,6,1,3.45,33.59447188790126,0.018461595432363486,0.46294915619236116
20,5,93,57,15,8,20,1,10,4,15,8,3,0.6521739130434783,9,5.15,7,1,1,2,1,0,13,4,36.69,789.8765074176039,0.36996501410475535,0.6267251863746768
9,2,33,58,6,0,18,2,26,4,8,8,2,1.0,7,2.8,5,1,1,1,0,0,9,4,20.3,457.3635168018554,0.19092671374731573,0.4071720234891175
6,6,28,17,2,3,6,1,3,0,30,2,8,0.4,13,3.83,9,7,1,0,0,11,5,1,32.55,62.654443856011945,0.024570783337051483,0.9880108944072505
17,5,43,65,7,6,31,4,8,1,9,64,4,0.5384615384615384,19,3.12,10,3,1,2,1,8,3,4,3.17,4614.646325708741,1.8119695665398812,0.3781902761204009
4,7,6,25,2,4,4,5,2,0,26,1,3,0.3333333333333333,21,0.96,6,6,1,0,0,6,7,1,24.0,18.605818194896536,0.003658126583833328,0.8148800683168373
6,5,98,56,6,2,15,0,34,1,8,16,4,0.75,5,5.46,8,2,2,2,4,0,6,2,19.11,1162.0057098195105,0.7230251498009437,1.1675982310037063
12,4,136,74,7,7,24,2,20,1,21,32,7,0.5,16,5.29,13,6,1,0,1,0,6,5,12.23,2418.2244949125234,1.8874200766503801,0.38603227133276546
3,14,25,19,1,2,6,5,4,0,19,4,2,0.3333333333333333,20,2.27,3,6,0,0,0,8,3,1,10.78,68.3926082166067,0.043006045538223674,0.5024432683596443
13,3,147,38,5,4,11,4,17,0,8,64,5,0.5555555555555556,19,10.01,10,5,3,1,2,5,9,3,5.94,3740.8242178195223,3.923950956842616,0.5744320888652417
4,3,102,26,8,3,22,1,19,6,3,32,4,0.7272727272727273,7,12.36,6,2,0,2,5,0,17,7,10.04,6439.277585155159,2.353752716029621,0.45425115556297085
3,5,109,21,4,0,9,2,19,1,5,16,2,1.0,7,13.03,4,1,2,2,0,0,10,5,17.1,1226.374596263855,0.8660282237688973,0.3737101410645584
7,15,61,87,7,8,17,3,12,1,20,32,8,0.4666666666666667,19,2.0,14,1,3,3,0,3,12,3,5.44,2330.975840176239,1.1442315749980303,0.6075726523878862
2,12,12,19,3,5,1,5,4,0,16,4,8,0.375,24,1.06,9,8,1,0,0,8,3,2,5.04,42.392155686510854,0.022103416441029568,0.39851909102164523
9,12,35,25,7,8,13,4,16,3,10,64,3,0.4666666666666667,17,3.7,8,3,4,1,1,3,7,3,1.45,9263.023638049015,2.12651880700491,0.4878176014606624
6,13,23,9,2,3,5,3,2,0,12,16,4,0.4,16,3.4,5,8,1,0,0,6,7,2,1.91,174.9067601103888,0.153676623274873,0.4035955583064956
7,2,101,58,4,0,15,2,8,3,14,32,4,1.0,10,5.74,8,4,0,1,1,0,15,5,10.4,3588.63566982958,1.975201260987293,0.47022623452968365
7,2,117,86,13,2,5,3,6,4,18,8,4,0.8666666666666667,17,3.52,7,2,0,4,3,5,9,2,37.84,903.4917484975231,0.4930334750294583,2.771818493723751
7,5,23,39,7,3,25,3,21,3,17,32,2,0.7,14,3.0,4,3,1,3,4,8,10,2,3.66,3606.30779731967,0.9763821430956662,3.1616094285411482
7,6,25,41,11,2,23,2,21,4,35,16,2,0.8461538461538461,11,2.81,8,2,4,4,4,5,5,2,7.2,1710.3790964528478,0.5481093370150522,2.8945068823948814
15,5,53,60,11,3,17,3,25,1,9,16,2,0.7857142857142857,14,3.14,7,2,1,0,0,5,9,4,11.78,668.937917490167,0.35310917900223093,0.3866648281415464
10,3,68,52,6,3,17,2,29,2,10,64,4,0.6666666666666666,9,4.84,6,1,0,0,2,0,12,5,3.93,6982.1210459177755,2.2464052083836865,0.43918609822686605
5,2,48,22,9,2,5,0,25,5,4,16,4,0.8181818181818182,6,6.77,8,3,2,1,1,0,18,7,9.31,1504.9760263735286,0.526042329388798,0.425779265772622
12,10,25,10,1,5,5,5,3,0,9,2,10,0.16666666666666666,28,4.62,12,8,1,0,0,11,2,2,23.1,54.08087206955826,0.02002995455350514,0.5975708795120797
12,3,12,15,1,4,7,1,3,0,6,1,2,0.2,7,3.79,5,3,1,0,0,4,5,2,56.85,35.51770937457964,0.005395312856929186,0.8376548104261348
4,4,61,11,9,0,6,1,34,0,9,32,1,1.0,4,13.25,3,1,1,2,2,0,15,2,4.55,1410.0367500424748,0.90139371526178,0.6071535249427442
3,3,8,22,2,3,7,2,2,0,9,1,9,0.4,18,1.58,12,7,1,0,0,7,6,1,34.76,24.948045680926846,0.0036905190668798903,1.0762198932532838
6,7,164,17,9,5,24,2,13,0,31,8,6,0.6428571428571429,14,19.4,12,2,0,3,4,3,8,2,41.22,820.8062097224811,0.6112764677734664,0.7852857153208551
10,14,18,16,3,1,2,3,4,0,12,8,10,0.75,20,2.2,12,3,0,0,0,7,7,1,4.4,88.90053820595911,0.06468332037492504,0.7520506669362156
14,4,22,33,10,1,32,1,11,1,19,16,4,0.9090909090909091,8,4.41,9,5,2,2,4,5,12,2,9.1,790.4868787279195,0.28747996849820784,1.256173340011576
10,5,92,45,10,2,6,2,28,0,14,64,2,0.8333333333333334,8,6.05,6,3,0,0,4,0,12,8,4.25,2130.31223836931,2.5348374856745646,0.32457338657272583
15,13,160,71,10,8,8,3,23,3,22,32,7,0.5555555555555556,18,5.23,10,4,1,3,2,8,3,4,11.6,4915.663750224845,2.646784318708892,0.40007097261427876
10,2,13,18,1,4,1,1,1,0,14,2,6,0.2,11,2.64,8,6,0,0,0,8,3,1,23.76,38.373104966059934,0.011715416106181849,0.7090008860573381
3,15,15,13,1,2,4,5,0,0,26,4,9,0.3333333333333333,25,1.73,10,6,0,0,0,12,8,2,5.62,49.583236004020826,0.02902120280377701,0.584820173874918
9,1,61,20,12,0,9,2,14,5,14,8,3,1.0,8,10.53,6,1,3,0,1,0,17,6,26.32,573.6137766923144,0.25602253355129295,0.5165402228494743
7,1,75,21,4,3,7,0,21,4,10,32,4,0.5714285714285714,5,11.33,8,0,3,2,5,0,17,8,7.44,4305.8798928945125,1.6810975735073372,0.37314398156244727
19,7,47,81,6,4,25,1,13,3,15,8,7,0.6,12,2.48,10,4,4,0,2,5,8,2,25.11,430.20706966199486,0.20765314306172364,2.1947298928533496
9,7,173,54,11,4,5,4,22,3,35,32,3,0.7333333333333333,18,7.36,7,5,3,0,1,0,11,2,12.42,4202.352292215903,2.601523737317173,3.3464813267551987
18,11,60,20,13,8,12,4,22,4,27,64,6,0.6190476190476191,22,6.97,10,5,0,2,0,8,13,5,2.18,13963.058688945242,3.538437859089398,0.5313674114068327
6,1,74,35,5,3,18,0,31,4,13,16,2,0.625,3,7.62,5,3,0,2,5,0,16,4,16.67,1735.5904398354564,0.7101504749828917,0.5473415416264482
15,12,36,81,15,1,15,2,18,3,36,32,6,0.9375,13,1.7,8,3,3,0,4,5,8,5,4.3,2883.2025276817935,0.9501850023905605,0.38230895204541204
9,4,31,10,9,1,21,2,18,2,3,16,4,0.9,10,12.2,8,3,2,0,0,0,8,2,7.62,695.4051861188195,0.3154334502798599,1.8681962507708498
9,6,10,18,3,3,1,4,4,0,8,4,2,0.5,17,1.83,5,3,0,0,0,9,4,1,8.23,43.619487526097195,0.019092760878620985,0.4802684255819611
10,5,42,10,10,3,21,2,28,5,11,64,1,0.7692307692307693,7,13.63,5,1,0,2,5,0,17,4,2.13,15518.300223335702,3.2889611436183626,0.6124154469565252
9,4,67,53,4,2,22,2,35,2,12,32,3,0.6666666666666666,9,4.81,7,0,2,0,5,0,6,6,7.97,2495.656729903586,1.1358419089701401,0.2744642912046695
10,4,86,18,6,1,9,0,26,3,10,8,2,0.8571428571428571,4,13.36,6,2,3,1,4,0,10,5,30.06,624.6185058393671,0.3455199788859526,0.43878297189611265
2,14,16,16,1,3,6,5,2,0,8,16,10,0.25,27,1.76,11,4,1,0,0,5,4,2,1.76,141.93570230950922,0.11720683474558999,0.4474010699533967
8,9,80,20,14,7,12,4,16,2,25,8,7,0.6666666666666666,23,8.28,9,6,4,2,0,8,12,2,20.7,588.255292176308,0.3191973901568701,1.730465464678117
12,15,18,24,2,3,8,5,0,0,27,16,5,0.4,21,2.14,8,8,0,0,0,12,5,1,3.21,195.76215529328127,0.13000946341080177,0.5994116470731642
7,6,76,90,12,8,19,3,14,1,40,8,7,0.6,19,2.55,9,2,1,1,2,3,4,5,28.69,434.44565322919505,0.2638943717822846,0.4349801739988634
11,4,19,6,2,5,5,3,3,0,16,2,3,0.2857142857142857,13,7.7,4,7,0,0,0,4,8,2,23.1,38.83316487669235,0.016829004299858334,0.5946541146401552
5,1,110,56,6,1,16,2,29,6,7,8,3,0.8571428571428571,9,6.44,5,3,1,0,2,0,14,6,45.08,796.2764477667359,0.42672709020792393,0.5950439058572421
9,5,55,64,9,6,14,2,21,4,9,16,3,0.6,13,2.71,9,6,2,4,4,3,8,6,10.84,1763.7496595200867,0.681878074298385,0.3269741697932022
7,12,21,10,1,5,1,5,3,0,8,2,4,0.16666666666666666,21,2.9,6,7,0,0,0,6,6,1,14.5,35.1312437803801,0.017187988380150204,0.6938072493494033
2,7,6,16,1,3,8,4,2,0,14,1,4,0.25,19,1.53,6,6,0,0,0,11,8,1,24.48,18.4447600340691,0.0036338461247537404,0.9033080790617033
8,6,13,9,2,1,2,4,2,0,15,2,9,0.6666666666666666,23,3.37,11,1,0,0,0,4,7,2,15.17,30.063993411871063,0.012329620107076297,0.6137014939756488
5,2,34,54,7,2,25,0,19,5,5,64,4,0.7777777777777778,6,3.2,7,3,2,1,5,0,16,4,2.7,13970.924678389065,2.7710911705950965,0.5806943727219955
7,3,42,14,12,2,23,1,11,0,4,16,4,0.8571428571428571,7,11.86,8,3,0,0,6,0,9,5,10.38,318.224050233701,0.2999148625088932,0.3169266414376529
16,12,35,72,13,5,24,2,18,4,20,16,8,0.7222222222222222,17,2.14,10,3,0,2,2,3,12,5,9.63,1506.5332804973011,0.49988086911701746,0.4821865098649709
16,8,158,26,7,8,29,1,10,3,17,64,6,0.4666666666666667,11,14.33,9,1,3,4,2,0,6,4,5.82,12714.300206345364,5.645603800072364,0.4484237258394801
6,2,32,38,11,2,6,2,14,5,14,32,4,0.8461538461538461,9,3.08,8,4,0,2,4,0,5,6,3.66,4515.767405931477,1.1682082426163838,0.28487255472195006
2,4,12,5,1,1,6,2,0,0,18,1,5,0.5,13,4.89,7,7,0,0,0,7,7,2,24.45,18.708347422215688,0.005896407306588445,0.5883410862155158
3,15,25,15,2,4,5,1,3,0,7,1,4,0.3333333333333333,10,2.42,5,7,0,0,0,3,5,1,36.3,27.787206264111717,0.010412306852494755,0.9582177432825373
5,5,10,21,2,4,7,5,0,0,30,2,8,0.3333333333333333,25,1.86,11,6,1,0,0,3,8,1,19.53,32.92468501115438,0.011092634865688863,0.9272846595854171
12,14,132,74,7,4,11,4,21,2,39,32,5,0.6363636363636364,19,4.23,8,4,0,2,1,0,10,2,9.78,3261.5865545379097,2.2431278184877743,2.503300401898161
15,4,112,41,5,5,35,2,20,0,21,16,2,0.5,10,8.64,5,4,4,2,2,8,10,5,22.14,1119.8041293284982,0.7504980893832297,0.3991283002981847
10,1,107,40,6,0,24,2,11,4,10,64,1,1.0,7,9.63,5,4,1,2,3,0,14,2,6.02,13904.157783109913,4.562439480254083,5.655321708688128
8,5,8,8,3,5,1,2,2,0,21,16,7,0.375,15,2.88,10,6,0,0,0,9,6,1,1.44,106.18676356504189,0.06290494436275759,0.5909879570519766
18,10,80,36,15,7,15,1,8,0,40,32,4,0.6818181818181818,9,5.9,7,6,3,2,1,8,8,5,6.64,1519.1441251313333,1.3224509929559556,0.3261396255518892
10,3,47,27,6,0,13,2,29,2,10,64,3,1.0,8,6.53,7,1,2,2,0,0,12,4,2.75,7857.736223550797,2.458903062606155,0.499625023004235
6,1,92,36,6,0,11,2,13,1,5,64,4,1.0,9,8.25,6,3,0,2,4,0,12,2,4.64,5813.769544518319,3.2676854455148683,1.9082422669288592
8,6,10,16,3,5,6,1,3,0,9,1,7,0.375,12,2.4,9,5,0,0,0,4,8,1,38.4,23.91662643019885,0.00501870514991495,1.1192077867892498
4,2,100,22,7,2,18,0,26,2,7,8,4,0.7777777777777778,6,14.23,8,2,1,1,2,0,13,8,39.13,560.7693085751691,0.35675255288065744,0.4527471442029912
15,9,69,83,5,1,27,4,16,4,14,16,5,0.8333333333333334,19,2.9,9,3,3,3,3,0,11,2,15.04,1760.951372504666,0.7395157812343018,3.326723194660023
5,5,46,11,5,1,4,0,24,0,10,32,1,0.8333333333333334,3,9.62,3,3,3,0,6,0,17,2,3.31,596.7532095138085,0.6129287492979012,0.6271973430367872
20,8,121,61,7,7,23,3,24,4,10,16,3,0.5,16,5.7,9,6,0,1,4,8,14,2,21.73,1851.4674881806784,0.9538871484364545,3.302941264927489
8,12,25,5,2,2,0,3,2,0,24,16,3,0.5,14,4.27,4,6,0,0,0,12,2,1,1.33,216.7672308334838,0.17236400274085342,0.3981764571052201
20,5,145,84,10,4,16,3,8,4,21,64,5,0.7142857142857143,15,4.88,10,5,0,0,4,0,11,5,6.41,12869.478739716085,5.289919034123507,0.49555787529029327
11,10,76,61,6,2,7,4,19,0,37,16,3,0.75,17,3.18,7,2,3,3,3,8,8,5,12.12,969.1030588492985,0.5959231743681886,0.35432363008392165
8,2,115,25,9,3,20,2,28,2,8,16,1,0.75,6,14.83,5,4,0,2,1,0,15,3,23.17,1576.5465611764066,0.893793055031547,0.6009713150328095
9,1,29,34,7,2,9,1,10,4,15,8,2,0.7777777777777778,5,3.76,4,4,3,0,0,0,13,5,15.98,362.01283028429094,0.16202485206927922,0.4292615380032166
10,5,15,17,1,2,1,1,0,0,27,8,8,0.3333333333333333,14,2.6,10,8,0,0,0,12,7,1,5.53,88.30195778671448,0.05525296230989707,0.6555312585070876
4,10,149,38,15,8,33,1,25,1,9,32,6,0.6521739130434783,10,9.3,9,3,0,0,2,8,7,5,11.04,2557.8644553609806,2.020579199955484,0.3797232547257228
10,11,7,15,2,4,3,3,3,0,16,16,7,0.3333333333333333,19,1.69,8,5,1,0,0,6,5,2,1.58,111.77262139394034,0.0613089174562613,0.4072507943266282
8,1,20,33,5,3,24,1,35,1,5,8,1,0.625,4,4.28,3,2,1,2,2,0,13,7,17.66,358.1301805136237,0.13566614963674908,0.32190885507023304
