num_inputs,num_outputs,num_registers,num_wires,num_always_sequential,num_always_combinational,num_assigns,num_case_statements,num_arithmetic_ops,num_multipliers,num_logical_ops,bitwidth_max,max_if_depth,sequential_ratio,cyclomatic_complexity,fanout_estimate,ast_depth,num_parameters,num_generate_blocks,num_memory_blocks,num_signed_ops,fsm_state_count,combinational_path_len,pipeline_depth,area,power,delay
5,2,91,30,8,0,15,2,24,1,12,16,2,1.0,8,9.71,6,2,1,1,0,0,5,2,40154.78727601599,19.858021235484866,8.025919395709444
5,2,22,20,1,3,3,2,2,0,28,16,4,0.25,12,3.0,5,1,0,0,0,12,7,1,8959.1862336937,4.496766621708175,4.531463500677877
7,3,17,17,3,1,5,3,2,0,10,16,4,0.75,16,3.19,6,8,1,0,0,5,7,2,6382.223784656464,3.1469967591002233,3.3617660697729486
4,8,15,14,1,2,0,5,3,0,30,16,2,0.3333333333333333,18,1.9,5,6,0,0,0,12,2,2,7461.644856497275,3.721525820294359,2.0713649970553383
3,5,17,15,1,1,5,4,0,0,14,4,5,0.5,18,2.75,8,2,1,0,0,7,8,1,1547.9493881300527,0.7872881826719361,4.7688694154800455
5,8,132,68,6,7,20,4,16,4,32,8,2,0.46153846153846156,18,4.96,8,6,1,1,3,0,3,4,32195.21190738571,15.008869077425073,1.8212349417150553
6,3,8,15,1,4,2,1,4,0,8,4,7,0.2,13,1.96,10,8,0,0,0,9,7,1,1118.0065429370677,0.49001680022712024,4.473353884021081
9,2,45,57,7,4,18,3,14,2,23,64,2,0.6363636363636364,12,2.93,7,5,4,3,1,0,8,2,394865.5163373723,119.26372839426077,24.008847252430428
7,5,77,22,4,0,10,0,26,2,4,8,4,1.0,5,9.75,7,3,3,1,5,0,8,2,19737.73568471407,9.87111570381745,10.721922322508307
9,7,117,62,6,8,6,3,19,3,24,64,3,0.42857142857142855,15,4.59,9,1,1,0,0,5,11,5,538602.8422271175,167.64165246158473,3.567333709178559
5,15,119,81,10,8,23,2,20,2,13,16,5,0.5555555555555556,12,3.68,11,5,4,4,4,3,4,5,85995.21716406605,30.794185726568323,1.8150589904563823
5,14,12,9,1,4,1,4,1,0,26,2,4,0.2,19,1.72,6,6,0,0,0,4,5,2,734.5735114926251,0.35894178336149546,2.64971578402444
12,10,137,16,15,7,8,4,9,1,14,32,2,0.6818181818181818,15,14.49,6,5,2,3,2,8,13,5,148190.80358992436,67.53387043696557,2.9894592730975384
5,4,90,66,6,7,6,4,15,1,11,64,7,0.46153846153846156,23,3.46,11,3,0,2,2,5,7,5,299070.872639203,113.30822836144607,3.3754237745357134
11,4,96,71,9,5,28,4,24,0,20,8,5,0.6428571428571429,19,4.32,10,6,3,4,2,0,11,3,27270.392199397163,12.319218685173515,3.3017580724552613
10,8,10,21,3,1,2,2,1,0,7,4,5,0.75,12,1.67,7,1,1,0,0,6,4,2,1267.2847397132466,0.5522371489968073,2.4264895438681533
4,1,46,33,10,3,9,1,24,4,8,64,3,0.7692307692307693,6,4.86,6,0,2,0,3,0,4,3,630523.8028457158,174.20271837510367,3.2484185822493132
11,12,77,41,8,7,21,1,5,3,16,16,7,0.5333333333333333,12,4.94,13,1,1,2,4,5,14,4,68851.61520057522,25.679543810186917,3.505689289569377
8,4,48,23,10,2,25,2,32,4,9,64,1,0.8333333333333334,6,8.4,5,2,2,1,5,0,5,5,592269.8441011083,149.86154993856942,2.4788712595713287
6,12,16,13,2,3,3,2,4,0,30,4,5,0.4,12,2.2,8,7,1,0,0,5,7,1,1774.9066734932235,1.0108624471823944,4.283604777585228
13,6,127,66,10,1,23,2,15,1,38,64,7,0.9090909090909091,16,5.43,13,3,1,4,1,5,4,5,379127.4644458752,158.66749909400744,2.6522655461247107
10,14,11,15,3,1,3,3,1,0,29,4,6,0.75,17,1.82,8,6,1,0,0,12,4,2,1828.2698035058495,0.8078709255908914,2.5556533332129914
2,15,26,23,3,5,1,4,1,0,22,8,3,0.375,18,1.68,5,5,1,0,0,3,8,1,4444.856487409869,2.5757426080544414,4.497263365202873
7,8,24,19,1,3,2,1,3,0,16,2,4,0.25,9,2.69,7,1,0,0,0,10,4,1,1188.1307050577584,0.6811085270071406,3.04250981863421
4,9,31,7,1,5,6,4,3,0,19,16,9,0.16666666666666666,23,5.64,10,1,0,0,0,8,2,2,10386.108020380505,5.855058853312596,3.0719135564913094
4,12,21,46,7,6,14,2,8,3,40,16,6,0.5384615384615384,15,1.61,9,1,0,2,2,8,14,6,55571.03552255579,16.647465618161423,3.030796476054802
17,16,54,58,11,6,29,2,10,3,9,32,3,0.6470588235294118,11,3.24,6,2,0,4,4,3,4,4,194587.07140448372,64.05299602875354,2.280602271012138
16,16,85,83,13,1,24,1,8,0,11,8,7,0.9285714285714286,11,3.03,12,4,3,0,4,5,10,3,12367.20657256384,7.440980644058973,3.1806419385664277
6,8,27,8,3,5,4,5,4,0,28,1,4,0.375,21,5.09,5,2,1,0,0,4,8,1,610.2354865642662,0.337084051618316,4.639931639862693
6,3,82,22,8,3,13,0,7,4,10,16,2,0.7272727272727273,4,11.31,5,1,0,0,5,0,5,2,62700.42595017337,23.789911632819944,24.611789715207873
8,3,150,24,15,2,33,3,25,1,37,64,4,0.8823529411764706,16,16.98,9,1,0,1,0,5,8,4,336491.4137880274,151.2323535428828,3.6611492285897875
4,1,17,18,5,2,15,1,25,2,14,8,1,0.7142857142857143,5,5.31,4,1,0,1,3,0,11,4,12329.095706605594,4.281368123267594,2.278558610826622
9,2,30,18,3,1,7,1,35,4,10,64,4,0.75,7,6.44,8,3,2,2,0,0,17,7,667795.8002386328,177.99349587194752,3.6005229562834797
19,16,144,29,10,8,6,1,13,2,8,16,7,0.5555555555555556,12,9.01,11,5,4,4,0,8,13,3,88731.11393471615,36.06096537814951,4.361532606297918
9,2,87,49,3,0,24,0,22,6,10,32,4,1.0,5,6.59,6,3,2,0,2,0,8,2,267359.0874322779,85.93853430551972,49.06958570708897
16,8,80,25,11,8,30,4,7,3,36,16,4,0.5789473684210527,17,9.16,9,6,0,0,3,8,3,6,54299.278742729344,23.218430630086328,1.6133991962098786
6,14,174,53,12,4,25,4,15,2,11,8,8,0.75,22,7.34,13,3,4,4,4,8,14,4,43641.07068961961,22.6260643365551,3.950256797457514
7,3,76,15,9,6,31,3,22,4,31,64,7,0.6,17,15.2,9,2,3,1,3,0,7,6,683703.2675214066,191.24431890423205,3.0430564957801542
3,15,18,11,2,2,5,1,3,0,7,2,3,0.5,8,2.2,5,3,1,0,0,3,6,1,825.226893138774,0.44678222697861236,3.476491459535197
19,16,150,37,15,3,28,2,8,3,28,64,6,0.8333333333333334,16,8.92,11,5,1,2,3,5,7,5,567015.4364852417,220.953591182254,3.254525113098176
8,11,28,21,2,5,5,5,1,0,12,2,5,0.2857142857142857,23,2.82,8,5,1,0,0,5,7,1,1175.5780096137153,0.6304019719391766,4.377331905081588
7,14,110,86,11,7,26,3,18,0,14,32,2,0.6111111111111112,15,3.43,5,1,0,1,2,3,7,4,74988.00835144935,43.16590534522923,2.3484587656579783
6,5,30,22,1,3,7,1,4,0,27,1,10,0.25,14,3.5,13,7,0,0,0,11,8,2,686.5893384459495,0.3763593954665579,4.000655056548773
16,8,126,55,12,1,5,3,11,4,36,8,8,0.9230769230769231,19,5.6,12,5,4,4,1,3,7,5,42159.41601849771,16.756305273125953,2.5809311491571916
4,4,29,21,1,4,0,4,2,0,23,1,6,0.2,19,2.9,7,5,0,0,0,8,5,1,652.8000977586617,0.3092966271038537,4.021439008329988
7,11,7,25,3,3,7,5,4,0,17,2,3,0.5,21,1.28,5,4,0,0,0,11,2,1,741.486743903673,0.29892318747203606,2.919426376758565
4,3,44,23,8,2,15,1,12,6,12,64,4,0.8,7,6.78,6,2,3,0,5,0,13,6,878853.6906502869,222.02821126878766,3.4425400047348043
12,7,18,8,2,3,8,3,0,0,22,1,7,0.4,19,5.57,10,8,1,0,0,3,4,1,510.2174497993353,0.2545907387848536,3.9296414277590213
4,2,114,44,11,0,24,0,12,5,13,8,2,1.0,4,8.64,4,1,3,2,6,0,5,7,35703.934978663805,15.939463041914918,1.4014439071705092
4,9,104,19,5,2,6,2,13,4,12,16,6,0.7142857142857143,14,9.77,10,4,3,3,3,8,8,2,88610.2372820157,33.476920824202395,25.347036547998975
3,5,24,58,12,0,6,1,35,4,4,8,3,1.0,7,1.47,7,0,2,1,3,0,10,8,19347.868762386155,6.5205279699045695,1.8705942056400648
19,4,156,43,6,7,30,3,25,1,27,8,7,0.46153846153846156,19,10.47,9,5,4,1,0,0,3,6,26794.15271114575,16.581809027091882,1.5271726578901008
6,6,73,59,7,7,33,2,10,1,22,64,6,0.5,15,4.14,9,1,1,4,0,8,13,6,344500.9046597811,127.01243413197095,3.31245756598147
12,3,14,8,1,5,7,3,2,0,10,4,5,0.16666666666666666,15,6.6,7,2,0,0,0,8,5,2,1526.7807841745448,0.7490459762138652,2.5749005051189022
5,5,88,33,8,3,9,0,16,1,15,32,2,0.7272727272727273,4,7.52,5,2,1,2,5,0,9,5,107734.49929792844,44.408855717878076,2.4270466044851164
8,3,78,45,4,1,24,2,8,6,7,64,2,0.8,7,6.42,5,0,0,0,6,0,12,7,900909.5452660478,260.9424078798069,3.120843812537128
11,8,30,23,1,1,8,3,4,0,23,16,9,0.5,21,3.48,10,6,1,0,0,6,8,2,9796.63715309245,5.7135163163623535,4.346542202892471
10,10,8,17,2,5,0,2,4,0,27,8,4,0.2857142857142857,13,1.47,5,8,0,0,0,5,6,1,2314.6331905712223,1.159755967589401,3.945348406031587
15,2,76,77,7,2,13,3,12,0,21,64,6,0.7777777777777778,18,3.16,11,4,3,0,0,5,4,6,85863.46881110316,56.525412746091384,2.5243326125444265
12,11,159,87,6,7,25,4,16,4,12,32,6,0.46153846153846156,21,4.8,11,2,4,3,2,5,10,5,268795.86375747377,108.22156286934623,3.1527222109480246
20,16,55,71,6,4,7,3,11,1,19,8,3,0.6,15,2.26,9,6,0,1,3,5,14,2,15189.885593421477,7.1553884718950895,8.211780277306032
10,2,91,20,9,0,11,0,10,4,12,64,2,1.0,3,14.25,6,4,0,2,1,0,4,3,684426.8845013051,190.80137289837066,3.193435999885466
9,5,88,50,3,2,6,0,20,4,10,16,4,0.6,5,5.24,6,3,1,2,6,0,16,3,77693.1760039815,29.103862342052214,4.38183352552112
9,13,107,73,13,2,12,4,17,1,14,32,2,0.8666666666666667,16,3.57,8,5,3,1,4,0,5,5,104988.76380087827,46.22969832390989,1.9253027738381387
20,14,50,26,11,3,33,1,25,3,34,8,4,0.7857142857142857,8,6.18,10,4,1,3,3,5,12,6,28621.715378669298,10.071587274901411,2.5371852092148934
4,6,21,12,1,3,8,4,2,0,12,8,2,0.25,17,4.03,5,1,0,0,0,11,2,2,3763.697224919704,2.2736427192544513,1.8885416473145562
14,8,112,28,6,7,25,3,13,4,35,16,6,0.46153846153846156,18,10.07,12,3,3,1,3,8,5,4,78844.28743819105,31.891682725974512,2.6098811611674195
12,6,167,59,15,7,28,2,8,1,36,64,8,0.6818181818181818,16,7.64,10,2,4,3,2,0,5,5,386300.3144302079,179.09341928340334,3.0568585709649865
6,15,57,75,13,7,7,1,13,1,31,8,2,0.65,6,1.87,7,4,4,4,2,0,5,5,25942.882874539533,10.000464604145087,1.43042448567431
6,5,52,22,3,1,23,0,27,0,8,8,2,0.75,3,8.4,4,0,2,1,2,0,14,5,11628.631219184674,5.478493745044131,2.3404520586564126
3,1,27,45,7,2,15,1,13,4,6,16,4,0.7777777777777778,8,2.74,8,0,2,0,3,0,12,2,50364.61925291486,16.315203927333158,25.597592451326815
20,6,107,29,12,5,33,3,19,3,38,8,8,0.7058823529411765,19,10.97,12,4,3,4,0,8,4,4,38408.63362867758,16.57080083084305,2.372942989532815
12,14,13,12,2,4,5,5,4,0,6,8,6,0.3333333333333333,22,2.54,8,2,1,0,0,8,2,1,3229.042640447167,1.4836147387235843,3.469098870784116
8,2,89,27,5,1,19,2,12,1,14,32,2,0.8333333333333334,8,11.2,4,1,1,0,6,0,13,4,83648.48319240054,36.767126772871215,3.3173546852274183
3,3,27,20,3,1,8,1,3,0,17,1,7,0.75,12,3.63,10,5,1,0,0,5,8,2,600.9495198050885,0.34017056060310513,3.4708789739697026
5,1,83,37,10,0,20,1,18,6,13,16,2,1.0,6,7.96,4,4,3,1,5,0,4,2,96352.94485819624,35.54641849380369,32.76351413635082
16,11,45,56,9,5,10,3,12,2,38,16,6,0.6428571428571429,18,2.54,10,2,3,3,1,8,14,4,54939.954870846006,19.37912994410642,3.691887496526832
7,4,39,46,5,1,7,2,14,6,6,64,4,0.8333333333333334,10,2.97,6,1,1,1,6,0,4,3,881986.1793297934,217.2272104933464,3.6704594096024596
5,5,84,56,8,3,13,1,23,6,12,64,1,0.7272727272727273,5,4.68,3,1,0,0,6,0,8,5,853123.0169194556,232.7982937650927,2.8707431010416586
18,13,105,48,9,6,22,3,16,0,34,8,2,0.6,14,5.7,8,2,4,4,4,3,7,4,28169.431873782178,12.42807444321495,1.9094137193418077
10,1,64,49,7,3,24,0,33,1,13,64,3,0.7,5,5.49,7,4,3,0,0,0,6,4,218063.06565631065,77.39528652717843,3.103121924554171
7,12,15,13,3,4,4,4,2,0,29,4,10,0.42857142857142855,24,2.29,12,3,0,0,0,3,3,1,1576.0988859040604,0.867642959902816,4.386070198208725
6,5,62,65,5,2,7,4,22,0,9,32,8,0.7142857142857143,24,2.57,14,1,0,2,4,3,4,5,66423.58169696723,29.9238560782925,2.462394001747137
6,3,72,50,5,1,20,0,6,0,13,16,3,0.8333333333333334,5,5.18,6,3,2,2,3,0,6,7,36237.322034973644,17.08187783316104,1.4771829167982624
18,12,164,70,12,5,34,3,20,4,22,16,8,0.7058823529411765,18,6.32,13,3,2,3,2,3,7,2,102038.96471479208,44.60501175202446,26.898548925648562
4,7,15,20,3,1,7,4,2,0,6,16,8,0.75,22,2.12,11,4,0,0,0,11,4,1,6464.89824185591,3.4678321576445916,4.899873813589461
9,2,36,55,9,3,11,1,8,3,13,64,2,0.75,6,2.75,5,4,2,1,1,0,17,2,454990.28000482277,129.62143588194547,37.426772643030326
6,3,26,19,3,4,4,5,3,0,12,2,7,0.42857142857142855,23,3.6,8,1,0,0,0,5,2,2,1114.2412716369013,0.5757124798879477,2.466537556800776
10,1,45,15,5,0,19,0,16,3,7,16,4,1.0,6,12.95,7,0,2,0,6,0,16,3,43013.735643778535,16.2229961804242,4.262553331939616
8,3,23,20,1,2,4,4,0,0,9,4,5,0.3333333333333333,19,3.35,7,4,0,0,0,6,5,1,1914.3109625029572,1.009175507974295,4.0071903165705685
19,8,99,56,6,1,28,1,13,3,27,16,3,0.8571428571428571,9,5.47,5,6,1,0,1,8,8,2,59577.86696182377,26.85061552734512,20.061713872906967
11,3,18,12,1,1,7,5,1,0,17,4,3,0.5,19,5.28,4,8,0,0,0,12,4,1,2085.3141963151875,1.0284385404733514,3.3150072851960313
12,4,28,22,1,2,7,2,2,0,23,4,7,0.3333333333333333,15,3.98,10,4,0,0,0,9,4,1,2324.568291021807,1.4031289505346651,3.906187308047016
10,4,87,28,11,3,10,2,11,4,8,8,3,0.7857142857142857,9,9.36,6,4,1,0,4,0,6,5,22686.375315912326,9.986285195232897,1.8320928699215844
8,4,16,59,11,3,9,0,25,6,8,32,2,0.7857142857142857,4,1.47,6,0,3,0,4,0,14,5,243897.79454786124,63.678606868961566,3.334143415079086
13,7,124,56,5,2,21,1,6,1,19,16,8,0.7142857142857143,12,6.02,11,1,3,1,0,0,12,5,48775.4078561955,25.92593088058939,3.1211359334667677
20,11,171,47,4,6,12,1,5,1,39,64,8,0.4,12,8.4,13,6,0,2,4,8,8,2,357366.56058138545,163.42221605609532,15.087937441041253
20,2,38,53,5,4,35,1,8,1,32,32,3,0.5555555555555556,8,4.06,9,6,1,4,1,8,14,2,118182.12567040412,40.15785013853512,12.251132045392993
18,13,129,28,6,3,22,4,21,2,18,32,6,0.6666666666666666,22,9.89,10,3,4,2,2,8,13,5,170980.29576600716,75.80275716399225,3.423371134441713
11,11,159,42,10,5,16,4,19,3,8,32,7,0.6666666666666666,20,8.42,11,5,0,4,1,5,3,4,247089.2589314122,94.9272211359263,2.7733820164983674
7,2,30,13,3,5,8,5,4,0,10,2,3,0.375,19,6.6,5,6,0,0,0,5,4,2,1217.4975268010394,0.7453155227239951,2.1929758088796145
11,6,96,26,13,7,23,2,7,2,38,16,3,0.65,13,9.75,9,1,4,2,0,8,4,2,62560.04559275579,28.08704047574115,13.368734350111295
9,4,31,59,6,0,24,2,18,0,7,32,1,1.0,7,2.84,5,4,1,1,4,0,15,3,35661.747629949416,16.278111937072943,3.987267610153785
12,13,18,19,3,5,8,1,1,0,19,1,6,0.375,11,2.61,7,3,1,0,0,4,5,1,525.12160430594,0.2501007426032883,3.658442299519378
12,3,122,79,10,3,29,2,20,4,20,64,5,0.7692307692307693,15,4.77,11,2,4,4,4,3,6,2,818590.9803522212,270.1726715070979,44.22798855852397
8,5,27,17,9,3,15,1,12,2,8,64,1,0.75,5,6.36,3,2,3,2,1,0,11,2,350403.37304200686,96.9214999282469,23.908837418047515
12,7,10,7,1,1,3,5,1,0,15,2,2,0.5,19,3.93,5,2,1,0,0,10,5,1,774.6488041854964,0.3073879402938172,3.268928480414848
6,2,85,43,7,3,23,2,10,5,14,16,1,0.7,7,7.09,5,4,0,1,1,0,4,4,79250.99853578793,30.44155625852116,1.9297736872624747
6,2,20,25,1,1,6,3,2,0,9,16,2,0.5,13,2.61,5,7,0,0,0,9,6,1,7029.986094883771,4.10264224602118,3.8928477512497337
4,2,41,42,10,0,5,0,35,4,7,64,3,1.0,5,3.18,6,1,0,1,5,0,9,4,607100.9324343316,169.05932327298157,3.4024068728623744
11,10,90,22,14,5,33,4,5,4,25,32,3,0.7368421052631579,17,10.05,7,4,1,0,3,3,9,3,196799.5394446096,69.31281546208773,3.69455786294571
17,6,174,57,11,3,11,2,23,4,20,16,8,0.7857142857142857,16,7.7,12,6,4,1,3,3,13,6,94388.16314562896,47.99734774237661,3.074559913637566
3,10,23,8,1,3,2,1,2,0,19,4,8,0.25,13,3.42,10,5,0,0,0,6,2,1,1944.9921140408157,1.0879123998977753,3.3649747189470083
11,11,14,24,3,5,3,5,1,0,13,1,2,0.375,19,1.76,3,8,0,0,0,11,8,2,477.79956365926455,0.2185688601110011,3.0580724606846235
9,15,119,77,11,3,10,2,12,0,34,32,8,0.7857142857142857,15,3.6,12,4,1,1,1,0,5,5,74426.75064355179,43.13641491659206,2.4518280437363233
14,15,137,46,10,7,29,1,24,3,28,64,5,0.5882352941176471,9,7.08,11,1,3,3,0,3,11,6,616240.6105479208,218.43656247311827,3.274368097803769
9,5,113,50,3,1,13,1,18,2,15,8,3,0.75,7,6.87,5,3,2,2,0,0,15,6,25875.97617632212,14.07734025930739,2.7423702215698293
12,9,8,21,1,2,8,2,3,0,19,8,7,0.3333333333333333,15,2.05,8,3,1,0,0,12,7,1,3012.308340951369,1.2142125973003188,4.915799237431796
7,3,104,51,5,0,6,0,28,3,13,8,3,1.0,4,6.07,7,3,1,1,4,0,10,2,26276.020600402513,12.946982958799703,16.02829837073546
11,15,27,9,1,2,2,1,3,0,15,4,6,0.3333333333333333,12,3.67,8,5,0,0,0,4,3,1,2217.7908269067716,1.230063333604332,3.1653646372728814
6,2,20,20,2,5,0,5,3,0,13,16,5,0.2857142857142857,23,2.6,8,8,1,0,0,9,5,1,7655.047123081361,4.001669325836738,4.824464576975532
11,16,160,50,13,4,6,2,9,0,30,8,2,0.7647058823529411,10,6.44,4,6,4,4,2,5,4,2,34609.871540559325,17.79064064174883,2.0736291425226874
4,4,27,14,3,5,8,2,3,0,29,8,7,0.375,14,4.77,8,5,1,0,0,8,5,1,5044.094051612289,3.171721046082133,4.205932005936156
7,4,33,17,7,2,20,1,22,1,14,8,2,0.7777777777777778,5,8.0,4,4,0,1,5,0,15,6,11504.516452048485,5.3691439783571795,2.484600739094688
17,11,101,48,12,6,34,2,24,4,39,32,6,0.6666666666666666,16,6.18,11,2,4,1,2,3,3,2,235516.6814247244,83.12716358871228,32.44637656315601
12,14,9,11,3,4,6,1,2,0,17,8,10,0.42857142857142855,16,2.38,11,1,0,0,0,7,4,1,2649.144588073268,1.263193399566681,4.727571143521339
8,1,30,53,8,2,16,2,24,4,3,32,2,0.8,7,2.8,5,2,3,1,6,0,4,7,185125.84691892267,55.93565386068624,1.6924308656682825
4,12,20,22,2,4,6,1,4,0,15,8,7,0.3333333333333333,13,1.94,10,1,0,0,0,12,7,2,4467.6603321782595,2.255023780922657,3.372874652456789
5,3,19,31,9,1,22,2,18,1,12,8,1,0.9,7,3.79,5,2,0,1,3,0,5,5,9932.99670371966,4.189416203906026,1.3366799682292458
9,15,15,11,3,3,2,1,2,0,7,4,5,0.5,9,2.2,7,1,1,0,0,11,3,1,1865.5107604412779,0.8091590026715931,3.00458875875351
7,3,34,59,4,1,10,2,7,3,9,64,1,0.8,6,2.3,4,0,0,1,3,0,18,2,484556.3301998112,130.90361427449153,36.48721286858941
12,13,15,5,3,3,3,3,1,0,12,16,6,0.5,17,3.67,9,6,1,0,0,4,4,1,5701.624456493898,3.170745782437244,4.320066858790277
3,2,25,22,3,1,3,5,2,0,23,4,7,0.75,24,2.84,8,5,0,0,0,5,2,2,2252.1597756187025,1.2368573816513173,2.6206843462698983
18,2,53,18,11,1,8,4,6,0,35,32,5,0.9166666666666666,19,9.48,11,5,3,4,2,5,8,3,91427.0083433693,39.21492994325994,3.377054452819764
18,11,53,26,15,8,8,4,14,3,38,8,3,0.6521739130434783,17,5.12,6,5,2,2,3,3,14,4,24437.264092710426,9.888584128306231,3.340597465213763
10,1,24,40,4,2,19,1,33,1,7,64,3,0.6666666666666666,6,3.62,7,0,3,2,6,0,5,4,225219.77104875268,69.13137446127287,2.844767873078406
13,10,138,66,13,7,12,2,22,1,38,8,5,0.65,12,5.15,9,2,4,3,3,5,11,3,31301.933999273904,15.906530917436207,3.201427721920352
11,15,21,8,3,5,7,3,4,0,9,1,9,0.375,19,3.73,11,7,0,0,0,12,2,2,645.0268281906453,0.2693963962234307,2.5918929630757725
3,1,43,18,12,0,8,2,10,3,11,64,3,1.0,9,7.96,7,4,3,0,1,0,14,4,450598.7579072181,134.9625608119008,4.217664181901167
9,3,27,47,3,3,8,1,7,2,11,32,1,0.5,4,2.46,5,4,2,0,6,0,8,8,87489.78417445075,30.5550219543697,1.6388924072326783
8,13,24,17,3,3,6,4,3,0,19,2,10,0.5,23,2.79,13,3,1,0,0,5,3,2,1028.9722847896487,0.6087189718433377,3.054658659835426
5,3,101,18,5,0,6,2,6,1,14,64,4,1.0,10,14.93,6,0,1,2,6,0,10,8,277588.4939550514,116.9530390539978,2.582722114130334
5,4,81,37,11,3,16,1,13,1,9,64,1,0.7857142857142857,5,6.97,5,1,2,1,4,0,13,4,239435.5935798794,88.25979411887185,3.772214594162735
11,9,28,16,1,5,7,1,1,0,29,1,10,0.16666666666666666,15,4.05,12,2,0,0,0,6,5,1,657.5685573981481,0.35986893158172334,4.842171116136001
5,16,107,83,4,8,19,4,23,2,34,32,4,0.3333333333333333,19,3.18,8,2,0,4,2,5,3,5,182227.34320227537,65.93625037019507,2.0083500738501856
5,12,94,18,8,8,7,2,21,0,25,16,4,0.5,12,8.48,10,3,2,2,0,0,12,3,40023.68586477588,20.93916725391884,3.392031529683955
18,7,64,48,15,4,20,2,21,0,29,16,2,0.7894736842105263,10,4.45,8,2,3,3,3,3,13,5,42128.2203099389,17.27771851480828,2.6865891190055198
10,11,108,21,14,5,29,1,6,1,37,16,5,0.7368421052631579,12,11.03,9,4,4,1,3,8,10,4,47153.561082591834,25.39342468456268,2.873241326552946
8,2,15,19,2,3,8,1,0,0,23,16,7,0.4,12,3.25,10,5,1,0,0,7,4,1,6274.987841508531,3.4720716171907355,4.2746530411845916
10,2,109,53,12,1,20,1,27,5,5,64,3,0.9230769230769231,6,7.08,7,0,0,0,3,0,5,6,792061.462622961,249.69095564033665,2.5099244198879136
7,5,29,14,2,2,0,1,4,0,8,8,2,0.5,8,4.17,5,4,0,0,0,4,2,1,4467.19649291858,2.618692902313749,2.3931088667672324
4,2,48,28,10,0,24,1,35,2,15,16,4,1.0,8,7.09,7,1,0,1,6,0,4,5,41439.295171508675,18.198942301844145,1.705404462970337
3,3,120,26,5,3,6,1,35,1,12,32,4,0.625,7,12.46,8,3,0,0,4,0,16,5,94244.1313668647,50.084704541098176,3.3276277926999316
12,3,20,13,1,1,1,1,4,0,29,16,6,0.5,11,4.54,7,8,0,0,0,3,2,2,7261.014112117439,4.0596430203389415,2.398492512691207
8,4,89,10,11,3,19,1,18,6,14,16,1,0.7857142857142857,4,23.2,3,3,3,0,4,0,12,4,78358.62319768473,29.899765318475936,2.76237790457917
9,1,96,51,4,2,21,1,8,6,10,32,3,0.6666666666666666,6,6.78,5,4,0,1,5,0,7,4,263246.62631504436,91.180973316744,2.8690779353409486
7,12,111,77,5,8,28,2,9,0,20,64,2,0.38461538461538464,10,3.94,7,4,0,4,2,8,11,5,237057.20293037928,105.39869708195798,3.13583897997385
7,2,16,6,2,1,3,5,3,0,27,1,10,0.6666666666666666,26,7.15,13,4,0,0,0,3,7,1,430.0380219174858,0.21395321651014645,5.840029691308245
10,5,21,25,5,0,9,2,7,2,15,8,1,1.0,7,3.73,5,1,0,0,0,0,11,6,9286.545939428039,3.6909976853034223,1.9995786442101995
6,14,71,69,9,7,15,1,23,4,16,16,4,0.5625,9,2.66,6,5,1,2,0,0,7,3,75667.17888376724,24.90762900458147,2.864199018635072
8,5,37,38,6,0,8,0,31,6,13,16,4,1.0,5,3.45,6,3,0,0,0,0,6,2,71139.84986813951,21.91142525830544,35.003248005330796
17,13,141,31,7,3,25,3,21,3,34,32,3,0.7,14,9.98,9,6,0,4,1,8,12,2,261521.11791451357,99.49360829688166,26.285273204508773
15,8,21,86,7,4,8,1,24,2,40,32,3,0.6363636363636364,10,1.12,6,3,0,1,0,3,13,5,109237.97751135069,35.48829949603927,3.146550702659614
5,1,22,51,8,2,10,1,14,2,12,16,4,0.8,7,1.99,6,0,1,0,6,0,4,5,27635.000072256797,9.505822102910805,1.724963940800108
6,16,80,71,13,6,18,2,15,1,15,8,4,0.6842105263157895,12,2.87,6,2,3,1,3,3,4,5,18026.372642592793,9.44365991275963,1.6060112657617789
5,16,131,33,7,8,10,4,16,1,37,64,7,0.4666666666666667,21,7.15,11,3,1,2,1,0,14,6,339458.93515513383,136.8571375142181,3.9688298788336254
4,3,20,19,2,2,5,2,2,0,25,4,4,0.5,13,2.9,7,3,0,0,0,4,5,2,1733.9980143965122,1.1339174554888345,2.452788599077711
9,15,20,13,1,4,3,2,2,0,19,16,5,0.2,14,2.51,6,1,1,0,0,3,2,2,7683.702109319268,4.169521759570361,2.341927264476304
17,10,120,76,15,2,19,4,12,0,8,8,7,0.8823529411764706,23,4.35,10,2,2,2,1,0,3,5,22243.372318305854,12.009121367017054,1.8451324393914272
9,13,137,88,15,1,19,4,9,3,19,32,8,0.9375,23,3.92,13,6,0,0,3,5,11,2,183646.52831224343,72.57352160942898,27.416452042375298
7,5,85,46,6,0,23,1,29,0,11,64,3,1.0,6,6.31,5,3,2,1,4,0,4,4,134141.87715184296,77.62636055689815,2.5742609533392513
4,5,106,59,6,1,14,0,23,0,13,16,4,0.8571428571428571,5,5.42,8,1,2,1,2,0,12,7,35190.21282446802,20.617235839116137,2.170185234679998
3,1,63,32,10,3,20,2,32,0,10,32,3,0.7692307692307693,9,7.3,7,2,0,0,3,0,5,2,34814.90519533191,22.87408283785747,2.865518135340888
7,1,29,20,7,0,8,1,10,6,6,16,1,1.0,5,5.87,4,4,1,1,2,0,10,5,77685.58077844547,24.365401287856507,2.3966950085894623
